House Code,House Heads Code,House  Description,Date Processed,Items Number,Number of Packages,Goods Descriptions 1,Items Cif Ghc,Amount Paid Ghc,Country  Destination
,,,2/28/2009 11:12AM,1,1000,FRESH YAMS,24258.60,0.00,US
,,,3/2/2009 01:27PM,1,1000,1000 CTNS OF FRESH YAMS,24258.60,0.00,US
,,,3/2/2009 01:27PM,1,1000,1000 CTNS OF FRESH YAMS,24258.60,0.00,US
,,,3/2/2009 01:37PM,1,2000,2000 CTNS FRESH YAM,32344.80,0.00,US
,,,3/3/2009 04:06PM,1,720,720 CTNS FRESH YAM,18011.30,0.00,GB
,,,3/4/2009 01:05PM,1,10000,10000 CTNS FRESH YAMS,192950.00,0.00,GB
,,,3/5/2009 04:46PM,1,400,400 CTNS FRESH YAM,7718.00,0.00,ZA
,,,3/9/2009 03:36PM,1,920,920 CTNS FRESH YAM,18775.73,0.00,ES
,,,3/10/2009 11:36AM,1,7000,7000 CTNS FRESH YAMS,133490.00,0.00,GB
,,,3/30/2009 11:14AM,1,1650,1650 CTNS FRESH YAM,40507.83,0.00,US
,,,3/11/2009 12:34PM,1,900,FRESH YAMS,22095.18,0.00,US
,,,3/11/2009 02:10PM,1,900,FRESH YAMS,22095.18,0.00,US
,,,3/11/2009 02:10PM,1,680,680 CTNS OF FRESH YAMS,12971.07,0.00,DE
,,,3/12/2009 01:02PM,1,500,500 CTNS OF FRESH YAMS,12275.10,0.00,US
,,,3/16/2009 12:52PM,1,1000,FRESH YAMS,19070.00,0.00,GB
,,,3/16/2009 02:24PM,1,1010,1010 CTNS FRESH YAM,24347.67,0.00,ES
,,,3/17/2009 12:22PM,1,500,FRESH YAMS,12464.90,0.00,DE
,,,3/17/2009 12:22PM,1,240,FRESH YAMS,5983.15,0.00,DE
,,,4/9/2009 03:25PM,1,10000,10000 CTNS FRESH YAMS,194240.00,0.00,GB
,,,3/18/2009 12:01PM,1,1200,1200 CTNS FRESH YAM,25642.08,0.00,US
,,,3/18/2009 01:57PM,1,700,700 CTNS FRESH YAMS,28818.30,0.00,CA
,,,3/18/2009 02:19PM,1,3000,3000 CTNS FRESH YAM,49402.80,0.00,GB
,,,3/18/2009 03:56PM,1,900,900 CTNS OF FRESH YAMS,17590.48,0.00,US
,,,3/19/2009 10:57AM,1,600,FRESH YAMS,14820.84,0.00,CA
,,,3/20/2009 09:54AM,1,5000,5000 CTNS FRESH YAM,124649.00,0.00,NL
,,,3/20/2009 10:00AM,1,2000,2000 CTNS FRESH YAMS AND,31078.40,0.00,GB
,,,3/20/2009 10:00AM,1,10000,10000 CTNS FRESH YAMS,194240.00,0.00,GB
,,,3/20/2009 01:13PM,1,1400,FRESH YAMS,34581.96,0.00,US
,,,3/20/2009 03:26PM,1,1000,1000 CTNS FRESH YAMS,24701.40,0.00,US
,,,3/23/2009 09:33AM,1,1030,FRESH YAMS,25442.44,0.00,US
,,,4/2/2009 12:16PM,1,500,500 CTNS FRESH YAM,9606.10,0.00,ZA
,,,3/24/2009 01:39PM,1,400,400 CTNS FRESH YAM,8861.44,0.00,ZA
,,,3/24/2009 01:50PM,1,500,500 CTNS OF FRESH YAMS,12461.40,0.00,US
,,,3/24/2009 04:21PM,1,920,920 CTNS FRESH YAM,17833.65,0.00,ES
,,,3/25/2009 08:39AM,1,880,880 CTNS FRESH YAMS,17784.80,0.00,GB
,,,3/25/2009 10:04AM,1,100,100 CARTON OF FRESH YAM,1972.02,0.00,ZA
,,,3/27/2009 11:10AM,1,1000,1000 CTNS FRESH YAM,24922.80,0.00,US
,,,3/27/2009 12:08PM,1,1000,1000 CTNS OF FRESH YAMS,19720.86,0.00,US
,,,3/30/2009 11:52AM,1,900,900 CTNS OF FRESH YAMS,13263.08,0.00,US
,,,4/2/2009 09:32AM,1,1000,FRESH YAM,25655.00,0.00,BE
,,,3/31/2009 11:56AM,1,1000,1000 CTNS FRESH YAM,25009.20,0.00,US
,,,3/31/2009 02:28PM,1,120,120 CTNS OF FRESH YAMS,2437.23,0.00,DE
,,,3/31/2009 02:28PM,1,520,520 CTNS OF FRESH YAMS,10557.03,0.00,NL
,,,3/31/2009 03:55PM,1,5000,5000 CTNS FRESH YAM,125046.00,0.00,NL
,,,3/31/2009 03:55PM,1,3000,3000 CTNS FRESH YAM,75027.60,0.00,IT
,,,3/31/2009 04:00PM,1,1000,1000 CTNS FRESH YAM,20007.36,0.00,US
,,,3/31/2009 04:03PM,1,480,480 CTNS FRESH YAM,12004.42,0.00,DE
,,,4/1/2009 11:14AM,1,440,YAM,11004.05,0.00,NL
,,,4/1/2009 11:34AM,1,2400,2400 CTNS FRESH YAMS,47203.20,0.00,GB
,,,4/1/2009 12:22PM,1,700,700 CTNS FRESH YAM,17506.44,0.00,US
,,,4/1/2009 03:51PM,1,1000,1000CTNS FRESH YAMS,25009.20,0.00,US
,,,4/2/2009 12:05PM,1,500,500 CTNS OF FRESH YAMS,12504.60,0.00,US
,,,4/3/2009 02:56PM,1,1000,FRESH YAM,30566.80,0.00,US
,,,4/7/2009 11:49AM,1,1100,1100CTNS OF FRESH YAM,27510.12,0.00,US
,,,4/4/2009 09:27AM,1,500,500 CTNS FRESH YAM,9725.80,0.00,CA
,,,4/7/2009 01:31PM,1,1100,FRESH YAMS,27634.86,0.00,NL
,,,4/8/2009 10:31AM,1,900,900 CTNS OF FRESH YAMS,17890.43,0.00,US
,,,4/8/2009 01:04PM,1,900,900 CTNS FRESH YAM,23822.82,0.00,NL
,,,4/8/2009 01:16PM,1,2000,2000 CTNS FRSH YAM,30251.20,0.00,GB
,,,4/9/2009 12:08PM,1,2400,2400 CTNS FRESH YAMS,50001.60,0.00,GB
,,,4/9/2009 12:08PM,1,2500,2500 CTNS FRESH YAM,66174.50,0.00,NL
,,,4/9/2009 01:02PM,1,500,500 CTNS OF FRESH YAMS,12561.30,0.00,US
,,,4/9/2009 01:52PM,1,1000,1000 CTNS FRSH YAM,25122.60,0.00,US
