House Code,House Heads Code,House  Description,Date Processed,Items Number,Number of  Packages,Goods Description 1,Items Cif Ghc,Amount Paid Ghc,Country  Destinaton
,,,11/24/2010 01:19PM,1,45,"3 X 40FT CONTAINERS STC 45 PALLETSGHANA CHENCHEN,CHENCHEN BKLD,",88337.87,0.00,EG
,,,11/4/2010 08:49AM,1,18,1 X 40FT CONTAINER STC 18 CRATES(4400 SHEETS) GHANA CEIBA CORE,23089.45,0.00,CA
,,,11/15/2010 12:24PM,1,16,"1 X 40FT CONTAINER STC 16 PALLETSGHANA KOTO, CEIBA BK, B-BK GRADE",57726.05,0.00,DE
,,,11/15/2010 12:24PM,1,18,1 X 40FT CONTAINER STC 18 CRATES(3740 SHEETS) GHANA CEIBA CORE,22043.42,0.00,CA
,,,11/15/2010 12:24PM,1,18,1 X 40FT CONTAINER STC 18 PACKAGES(9780 SHEETS) GHANA OTIE CORE,25376.17,0.00,US
,,,11/18/2010 10:11AM,1,18,1 X 40FT CONTAINER STC 18 CRATES(9830 SHEETS) GHANA CEIBA CORE,20659.47,0.00,LB
,,,11/15/2010 12:24PM,1,12,1 X 40FT CONTAINER STC 12 PACKAGES(4940 SHEETS) GHANA CELTIS CORE,15142.96,0.00,US
,,,12/6/2010 12:39PM,1,19,1 X 40FT CONTAINER STC 19 PALLETSGHANA SAPELE QUARTER & FLAT,53148.92,0.00,ZA
,,,11/18/2010 08:52AM,1,18,1 X 40FT CONTAINER STC 17 PACKAGES(9432 PCS) GHANA OTIE CORE,22798.85,0.00,US
,,,11/18/2010 10:05AM,1,18,1 X 40FT CONTAINER STC 18 CRATES(10230 SHEETS) GHANA OTIE CORE,24224.14,0.00,US
,,,11/24/2010 09:22AM,1,12,1 X 40FT CONTAINER STC 12 PALLETSGHANA MAKORE QUARTER B/BK,41048.81,0.00,EG
,,,11/22/2010 09:14AM,1,24,"1 X 40FT CONTAINER STC 24 PALLETSGHANA KHAYA FLAT BK, B-BK GRADE",63096.91,0.00,ES
,,,12/7/2010 11:10AM,1,20,"1 X 40FT CONTAINER STC 20 CRATESGHANA MAKORE QUARTER, ASANFINA",110767.60,0.00,ZA
,,,12/14/2010 09:42AM,1,19,"1 X 40FT CONTAINER STC 19 PALLETSGHANA SAPELE FLAT BK, B-BK GRADE",71828.06,0.00,BE
,,,11/24/2010 01:02PM,1,18,1 X 40FT CONTAINER STC 18 CRATES(3740 SHEETS) GHANA CEIBA CORE,22074.00,0.00,CA
,,,11/26/2010 09:04AM,1,18,1 X 40FT CONTAINER STC 18 PACKAGES(9830 SHEETS) GHANA CEIBA CORE,20621.84,0.00,LB
,,,11/26/2010 11:29AM,1,12,1 X 40FT CONTAINER STC 12 PACKAGES(4940 SHEETS) GHANA CELTIS CORE,15163.97,0.00,US
,,,12/6/2010 12:39PM,1,32,"2 X 40FT CONTAINER STC 32 PALLETSGHANA SAPELE FLAT, CHENCHEN",76616.28,0.00,LB
,,,11/26/2010 11:29AM,1,12,1 X 40FT CONTAINER STC 12 PACKAGES(4940 SHEETS) GHANA MAHOGANY FAS,15163.97,0.00,US
,,,11/26/2010 11:29AM,1,12,1 X 20FT CONTAINER STC 12 PACKAGESGHANA LAYONS,15163.97,0.00,AU
,,,11/27/2010 10:33AM,1,1,1 PALLET GHANA MAKORE QUARTERFACE GRADE SLICED VENEER,8113.68,0.00,TG
,,,11/27/2010 10:34AM,1,10,"1 X 20FT CONTAINER STC 10 PACKAGESGHANA KHAYA, EDINAM, OFRAM INT,",20824.65,0.00,GB
,,,12/6/2010 12:39PM,1,12,1 X 40FT CONTAINER STC 12 CRATES(4940 SHEETS) GHANA ESSA CORE,15196.53,0.00,US
,,,12/14/2010 09:42AM,1,14,1 X 20FT CONTAINER STC 14 PALLETSGHANA MAKORE QUARTER & NARROWS,46458.28,0.00,RU
,,,12/8/2010 12:15PM,1,45,3 X 40FT CONTAINERS STC 45 BUNDLES(2480 PCS) GHANA DAHOMA FAS AIR,29217.57,0.00,QA
,,,12/8/2010 12:15PM,1,18,1 X 40FT CONTAINER STC 18 PACKAGES(10230 SHEETS) GHANA OTIE CORE,24340.00,0.00,US
,,,12/8/2010 12:44PM,1,18,"1 X 40FT CONTAINER STC 18 PACKAGES(9780 SHEETS) GHANA OHAA, OTIE",25634.41,0.00,US
,,,12/10/2010 10:59AM,1,16,"1X40' CONTAINER STC GHANA SAPELEBLACK OFRAM, ASANFINA, SAPELE ,",60667.91,0.00,FR
,,,12/21/2010 01:41PM,1,44,"3 X 40FT CONTAINERS STC 44 PALLETSGHANA CHENCHEN BUCKLED, CEIBA",91937.24,0.00,EG
,,,12/21/2010 01:41PM,1,20,1 X 40FT CONTAINER STC 20 PALLETSGHANA MAKORE QUARTER B/BK,49993.50,0.00,EG
,,,12/16/2010 09:26AM,1,12,1 X 40FT CONTAINER STC 12 PACKAGES(4940 SHEETS) GHANA ESSA ROTARY,15243.81,0.00,US
,,,12/16/2010 09:26AM,1,9,"1 X 20FT CONTAINER STC 9 PALLETSGHANA CHENCHEN, ASANFINA, MAKORE",34372.69,0.00,AU
,,,12/22/2010 09:40AM,1,16,1 X 40FT CONTAINER STC 16 PALLLETSGHANA CHENCHEN AND CHENCHEN S.,30150.21,0.00,TH
,,,12/21/2010 01:41PM,1,27,"1 X 40FT CONTAINER STC 27 PALLETSGHANA KHAYA FLAT BK, B-BK GRADE",74039.00,0.00,US
,,,12/22/2010 09:40AM,1,24,"1 X 40FT CONTAINER STC 24 PALLETSGHANA MIXED SPECIES INT, BK, B-BK",65737.54,0.00,BE
,,,12/14/2010 09:40AM,1,8,1 X 20FT CONTAINER STC 8 PALLETSGHANA MIXED REDWOOD FLAT &,27676.99,0.00,ZA
,,,12/22/2010 12:56PM,1,18,"1X40' CONTAINER STC GHANAMAKORE, ASANFINA",109739.12,0.00,CZ
4408310000,4408310000,"Veneer sheets and sheets for plywood, t=<6mm - Light/Dark Red Meranti [a]",1/20/2010 12:14PM,1,37,2X40 CONT. STC MIXED SLICED VENEER,140624.98,0.00,ES
,,,1/26/2010 06:10PM,1,16,1X40 CONT. STC SLICED VENEER,97840.64,0.00,ES
,,,1/26/2010 06:22PM,1,16,1X40 CONT. STC SLICED VENEER,103003.88,0.00,IT
,,,1/27/2010 11:39AM,1,14,"2X20' CONTAINER STC GHANA WAWA,WAWA KHAYA , KOTO",40024.55,0.00,CN
,,,1/28/2010 09:45AM,1,16,1X40 CONT. STC SLICED VENEER,78047.65,0.00,US
,,,1/29/2010 10:03AM,1,46,3X40 CONT. STC SLICED VENEER,112612.17,0.00,EG
,,,1/29/2010 10:15AM,1,15,1X40 CONT. STC ROTARY VENEER,26774.21,0.00,US
,,,2/9/2010 09:33AM,1,84,5X40 CONT. STC MIXED LICED VENEER,271783.28,0.00,EG
,,,2/9/2010 09:42AM,1,90,4X40 CONT. STC MIXED SLICED VENEER,170434.02,0.00,EG
,,,2/19/2010 12:03PM,1,17,PALLETS OF MIXED SLICED VENEERSTC - 17 PALLETS,58860.92,0.00,IT
,,,3/3/2010 11:33AM,1,9,PALLETS OF MIXED SLICED VENEERSTC - 9 PALLETS,35718.71,0.00,DE
,,,3/5/2010 12:01PM,1,8,1X20' CONTAINER STC GHANA SAPELEQUARTERED BACKING BELOWBACKING,25549.91,0.00,BE
,,,3/10/2010 06:05PM,1,18,PALLETS OF CEIBA ROTARY COREVENEER STC 8820  SHEETS,16449.90,0.00,ES
,,,3/19/2010 01:51PM,1,5,"1X20' CONTAINER STC GHANABLACK OFRAM FIGURED, AVODIRE",53830.89,0.00,TW
,,,3/24/2010 10:00AM,1,8,"1X20' CONTAINER STC GHANA WAWA,WAWA QUARTERED, WAWA, KOTO",26393.25,0.00,HK
,,,3/24/2010 10:00AM,1,24,"2X40' CONTAINERS STC GHANAASANFINA, MINERAL BELOWBACKING",74972.60,0.00,ES
,,,3/24/2010 10:00AM,1,8,1X20' CONTAINER STC GHANA BLACKOFRAM BACKING GRADE SLICED,45996.39,0.00,IL
,,,3/24/2010 10:00AM,1,16,"1X40' CONTAINER STC GHANAMAKORE INTERIOR, BACKING",99137.73,0.00,LV
,,,3/26/2010 09:38AM,1,9,1X20' CONTAINER STC 7010 SHEETSGHANA CEIBA ROTARY PEELED VENEER,7736.93,0.00,DE
,,,3/26/2010 09:38AM,1,14,1X20' CONTAINER STC 8080 SHEETSGHANA CEIBA ROTARY PEELED VENEER,9430.74,0.00,FI
,,,3/26/2010 09:38AM,1,9,"1X20' CONTAINER STC GHANA SAPELEFLAT CUT, KHAYA FLAT CUT BACKING,",32862.21,0.00,CA
,,,4/8/2010 03:25PM,2,12,"1X40' CONTAINER STC GHANA ASANFINA,ASANFINA NARROWS, ASANFINA SPOTTED",50006.83,0.00,FI
,,,4/8/2010 03:25PM,1,20,"1X40' CONTAINER STC GHANA MAKORE,SAPELE, TIAMA, MAHOGANY,",78419.95,0.00,FI
,,,4/9/2010 01:33PM,1,39,PALLETS OF MIXED SLICED VENEERSTC 39 PALLETS,123565.41,0.00,IT
,,,4/14/2010 11:19AM,1,38,"PALLETS OF CEIBA ROTARY CORE VENEERSTC - 18,240 SHEETS",43133.58,0.00,ES
,,,4/14/2010 02:57PM,1,14,1X20' CONTAINER STC 8080 SHEETSGHANA CEIBA ROTARY PEELED VENEER,9630.50,0.00,FI
,,,4/14/2010 02:57PM,1,11,1X20' CONTAINER STC 13700 SHEETSGHANA CEIBA ROTARY PEELED VENEER,8326.56,0.00,DE
,,,4/15/2010 01:35PM,1,24,"2X40' CONTAINERS STC GHANAASANFINA, MINERAL BELOWBACKING",75273.83,0.00,ES
,,,4/15/2010 01:22PM,1,16,1X40' CONTAINER STC GHANA CHENCHENBELOWBACKING GRADES SLICED,37644.95,0.00,LB
,,,4/22/2010 12:45PM,1,16,"1X40' CONTAINER GHANA SAPELE,BACKING, GRADE SLICED VENEER",41591.00,0.00,ZA
,,,5/14/2010 10:55AM,1,10,1X20' CONTAINER STC GHANAODUM BACKING GRADE SLICED,50404.05,0.00,ES
,,,4/23/2010 01:08PM,1,16,"1X40' CONTAINER STC GHANAMAHOGANY, MAKORE, ASANFINA,",104134.22,0.00,IT
,,,4/23/2010 01:08PM,1,32,2X40' CONTAINERS STC GHANA MAKOREBELOWBACKING GRADE SLICED VENEER,95665.99,0.00,EG
,,,5/7/2010 11:55AM,1,17,1X40 CONT. STC SLCED VENEER,90215.85,0.00,ES
,,,5/6/2010 11:46AM,1,19,PALLET OF MIXED SLICED VENEER,79037.80,0.00,DE
,,,5/14/2010 10:55AM,1,35,"2X40' CONTAINERS STC GHANA ASANFINASPOTTED MINERAL, MIXED REDWOOD",179443.00,0.00,FI
,,,5/7/2010 01:00PM,1,8,1X20 CONT. STC SLICED VENEER,20718.50,0.00,BE
,,,5/14/2010 09:42AM,1,16,PALLETS OF MIXED SLICED VENEERSTC - PALLETS,68025.52,0.00,IT
,,,5/18/2010 03:58PM,1,8,1X20 CONT. STC SLICED VENEER,18899.86,0.00,DE
,,,5/18/2010 04:49PM,1,48,3X40 CONT. STC SLICED VENEER,211368.43,0.00,ES
,,,5/19/2010 10:29AM,1,19,"PALLETS OF CEIBA ROTARY COREVENEER - STC 10,890 SHEETS",19423.03,0.00,ES
,,,5/21/2010 12:01PM,1,14,"1X40' CONTAINER STC GHANA KHAYAFLAT  CUT, KHAYA QUARTER CUT",34961.37,0.00,VN
,,,6/3/2010 06:07PM,1,18,"PALLETS OF CEIBA ROTARY CORE VENEERSTC - 11,027 SHEETS",18574.55,0.00,ES
,,,6/4/2010 11:47AM,1,17,"1X40' CONTAINER STC GHANA MAKORE,INTERIOR, BACKING, BELOWBACKING",97291.47,0.00,LV
,,,6/10/2010 10:29AM,2,2,1X40 P/L STC SLICED VENEERBLACK OFRAM,8231.35,0.00,IL
,,,6/11/2010 11:16AM,1,16,1X40' CONTAINER STC GHANA ASANFINAMINERAL BELOWBACKING GRADE SLICED,40644.18,0.00,LB
,,,6/11/2010 03:53PM,1,22,"PALLETS OF CEIBA ROTARY CORE VENEERSTC - 12,060 SHEETS",18871.41,0.00,ES
,,,6/21/2010 10:38AM,1,180,"12 X 40' CONTAINERS STC GHANAMRW, MAKORE, CEIBA, GUAREA, KOTO,",416281.92,0.00,EG
,,,6/23/2010 10:00AM,1,20,PALLETS OF MIXED SLICED VENEERSTC - 20 PALLETS,50464.59,0.00,IT
,,,6/23/2010 02:50PM,1,10,"1X40' CONTAINER  P/L  STC GHANACHENCHEN, SAPELE FLAT QUARTERED CUT",35965.97,0.00,LB
,,,6/23/2010 02:50PM,1,15,"1X40' CONTAINER STC GHANA KHAYAQUARTER CUT, SAPELE QUARTERED,",89621.22,0.00,NF
,,,6/25/2010 04:43PM,1,18,"PALLETS OF CEIBA ROTARY CORE VENEERSTC - 13,060 SHEETS",19686.13,0.00,ES
,,,6/30/2010 12:38PM,1,12,1X20' CONTAINER STC 7680 SHEETSGHANA CEIBA ROTARY PEELED VENEER,9050.53,0.00,FI
,,,6/30/2010 12:38PM,1,10,1X20' CONTAINER STC 11129 SHEETSGHANA CEIBA ROTARY PEELED VENEER,6993.81,0.00,DE
,,,7/2/2010 03:17PM,1,9,1X20 CONT. STC SLICED VENEER,7984.50,0.00,PL
,,,7/5/2010 11:01AM,1,18,"1X40' CONTAINER STC GHANAMAKORE INTERIOR, BACKING",103438.06,0.00,LV
,,,7/9/2010 11:28AM,1,9,1 X 20FT CONTAINER STC9 BUNDLES (334 PCS) OF GHANA SAPELE,23882.62,0.00,IL
,,,7/9/2010 01:04PM,1,7,"1 X 20FT CONTAINER STC7 BUNDLES(1485 PCS) GHANA DAHOMA,",9598.06,0.00,DE
,,,7/9/2010 04:21PM,1,20,"GHANA MAHOGANY,ASANFINA & SAPELESLICED VENEER LAYONS",65116.02,0.00,US
,,,7/22/2010 11:27AM,1,18,1 X 40FT CONTAINER STC 18 PALLETSOF GHANA SAPELE QUARTER CUT,46427.61,0.00,ZA
,,,7/21/2010 12:41PM,1,12,1 X 40FT CONTAINER STC 12 PALLETSOF GHANA ASANFINA MINERAL,34362.55,0.00,BE
,,,7/21/2010 12:45PM,1,34,2 X 40FT CONTAINERS STC 34PALLETS OF GHANA SAPELE QUARTERED,81257.57,0.00,ZA
,,,7/21/2010 12:48PM,1,17,1 X 40FT CONTAINER STC 17PALLETS OF GHANA SAPELE FLAT CUT,77532.85,0.00,DE
,,,7/21/2010 03:01PM,1,16,"1X40' CONTAINER STC GHANA CEIBAKOTO, SAPELE, BELOWBACKING GRADE",37931.45,0.00,EG
,,,7/22/2010 12:43PM,1,3,3 PALLETS CTG 561 PIECES OFVARIOUS VENEER,9728.07,0.00,TG
,,,7/22/2010 01:22PM,1,8,"1X20' CONTAINER STC GHANA KHAYA,KOTO, BELOWBACKING GRADE",18367.69,0.00,PH
,,,7/22/2010 01:22PM,1,16,"1X40' CONTAINER STC GHANA BLACKOFRAM, SAPELE, ASANFINA INTERIOR",54907.27,0.00,LB
,,,12/1/2010 12:52PM,2,11,1 X 40FT CONTR:STC MAHOGANY CURLSVENEER AND MIXED SLICED VENEER,56995.36,0.00,US
,,,12/1/2010 11:35AM,1,1,1 X 20FT CONTR:STC 0.55MM BK MAKORESLICED VENEER + SAMPLES OF LUMBER,10551.50,0.00,CN
,,,8/6/2010 10:58AM,1,32,"2X40'  CONTAINERS STC GHANASAPELE, ASANFINA",83748.88,0.00,LB
,,,8/13/2010 12:00PM,1,18,PALLET OF  MIXED SLICED VENEERSTC - 18 PALLETS,120624.93,0.00,IT
,,,8/13/2010 12:47PM,2,17,"1X40' CONTAINER STC GHANA ASANFINA,ASANFINA NARROWS, ASANFINA",101641.17,0.00,FI
,,,8/13/2010 12:47PM,1,6,"1X40' CONTAINER PARTLOAD STCGHANA KOTO, BELOWBACKING",14855.51,0.00,LB
,,,8/24/2010 03:39PM,1,32,"2X40' CONTAINERS STC GHANA CEIBA,MAKORE,  BELOWBACKING",77528.68,0.00,EG
,,,8/20/2010 03:54PM,1,6,1X20' CONTAINER STC  5174 SHEETSGHANA CEIBA ROTARY PEELED VENEER,4340.40,0.00,DE
,,,9/15/2010 12:24PM,1,1,1X40 CONT. STCX-CORE 1.4MM CHENCHEN,24354.24,0.00,EG
,,,9/9/2010 09:05AM,1,16,PALLETS OF CEIBA SLICED VENEER,30891.46,0.00,EG
,,,9/15/2010 11:28AM,1,18,"1X40' CONTAINER STC GHANA CHENCHENNORMAL, CEIBA, MIXED REDWOODS",27116.37,0.00,EG
,,,9/19/2010 04:53PM,1,18,"PALLETS OF CEIBA ROTARY CORE VENEERSTC - 8,630 SHEETS",19227.62,0.00,ES
,,,9/23/2010 02:34PM,1,16,"1X40' CONTAINER STC GHANA ASANFINASAPELE,KHAYA  INTERIOR BACKING",94786.29,0.00,US
,,,9/28/2010 12:18PM,1,17,"1X40' CONTAINER STC GHANAASANFINA INTERIOR, BACKING",99582.24,0.00,FI
,,,9/28/2010 03:42PM,1,18,1X40 STC 18 PALLETS MIXEDSLICED VENEER,52933.25,0.00,IT
,,,9/29/2010 09:42AM,1,9,"1X20' CONTAINER STC GHANA WAWA,QUARTERED, CANDOLLEI, CEIBA, KOTO",27821.61,0.00,HK
,,,9/29/2010 03:27PM,1,16,PALLETS OF CEIBA SLICED VENEER,32398.62,0.00,EG
,,,9/29/2010 03:27PM,1,36,PALLETS OF MIXED SLICED VENEER,133978.41,0.00,IT
,,,10/4/2010 05:02PM,1,3,3 PALLETS CTG.5963 .22M2SLICED VENEER ( VARIOUS SIZE),20134.11,0.00,TG
,,,10/5/2010 09:53AM,1,18,"PALLETS OF CEIBA ROTARY CORE VENEERSTC - 8,820 PIECES",23415.80,0.00,ES
,,,11/11/2010 04:34PM,1,16,1X40 CONTR: 1.4MM  X-CORE CHENCHENROTARY PEELED VENEER,26379.75,0.00,EG
,,,10/13/2010 11:11AM,1,15,"1X40' CONTAINER STC GHANA SAPELEKHAYA FLAT, QUARTER CUTS,",95272.91,0.00,US
,,,10/15/2010 02:06PM,1,18,"PALLETS OF CEIBA ROTARY CORE VENEERSTC - 8,820 SHEETS",23764.26,0.00,ES
,,,10/18/2010 09:22AM,1,28,PALLETS OF MIXED SLICED VENEER,119807.11,0.00,DE
,,,11/5/2010 10:35AM,1,16,"1X40' CONTAINER STC GHANA KHAYAFLAT, QUATER CUT BELOWBACKING",41153.21,0.00,VN
,,,11/11/2010 10:34AM,1,9,"1X20' CONTAINER STC GHANAWAWA, KOTO, WAWA QUARTER CUT",27759.90,0.00,HK
,,,11/11/2010 04:33PM,1,19,PALLETS OF MIXED SLICED VENEER,86311.12,0.00,IT
,,,11/11/2010 04:33PM,1,17,PALLETS OF MIXED SLICED VENEER,59178.51,0.00,ZA
,,,11/12/2010 02:01PM,1,18,1X40' CONTAINER STC GHANASAPELE BACKING BELOWBACKING,49456.78,0.00,ZA
,,,12/23/2010 12:31PM,1,6,"1X40' CONTAINER P/LOAD STC GHANAKHAYA,  SAPELE INTERIOR BACKING",32506.63,0.00,US
,,,12/10/2010 11:07AM,1,16,"1X40' CONTAINER STC GHANACEIBA, SAPELE FLAT, QUARTER CUTS,",45815.10,0.00,EG
,,,12/22/2010 04:41PM,1,19,"GHANA CEIBA ROTAY CORE VENEERSTC - 8,920 SHEETS",21999.35,0.00,ES
,,,12/23/2010 12:25PM,1,21,PALLETS OF MIXED SLICED VENEER,78215.46,0.00,IT
,,,12/23/2010 12:25PM,1,9,PALLETS OF MIXED SLICED VENEER,33425.75,0.00,DE
,,,12/29/2010 02:29PM,1,11,"1X20' CONTAINER STC GHANAANIGRE, BACKING BELOWBACKING",40278.01,0.00,NL
4408390000,4408390000,"Veneer sheets and sheets for plywood, t=<6mm - Tropical wood",1/27/2010 11:39AM,1,20,"1X40' CONTAINERS STC GHANA EDINAMSAPELE, CEIBA ASANFINA, BACKING",37962.38,0.00,BE
,,,1/28/2010 12:44PM,1,15,"1X40' CONTAINER STC GHANAMAKORE, ASANFINA INTERIOR, BACKING",84794.81,0.00,LV
,,,1/28/2010 12:44PM,1,14,"1X40' CONTAINER STC GHANAASANFINA, KOTO, MAKORE",44869.34,0.00,VE
,,,1/28/2010 12:44PM,1,17,"1X40' CONTAINER STC GHANAASANFINA, NO MINERAL, FREIZE",100569.15,0.00,IT
,,,2/1/2010 01:18PM,1,6,GRADE I & II WAWA FINGER JOINTEDMOULDINGS (KD).,15979.32,0.00,DE
,,,2/5/2010 11:53AM,1,19,"1X40' CONTAINER STC GHANA WAWABACKING, BELOWBACKING GRADE SLICED",43439.89,0.00,SE
,,,2/18/2010 01:59PM,1,33,"2X40' CONTAINER STC GHANA ASANFINA,MINERAL NO. MINERAL, FRIZE MINERAL",193817.70,0.00,IT
,,,2/18/2010 01:59PM,1,8,"1X20' CONTAINER STC GHANA ASANFINAMINERAL BELOWBACKING, BACKING GRADE",24546.92,0.00,IT
,,,2/18/2010 01:59PM,1,81,"5X40' CONTAINERS STC GHANA MRWNARROWS, MIXED WHITE WOOD NARROWS,",202780.54,0.00,LB
,,,2/18/2010 03:57PM,1,16,1X40' CONTAINER STC GHANA MAKOREBELOWBACKING GRADE SLICED VENEER,43728.04,0.00,DE
,,,2/23/2010 08:25AM,1,8,"1 X 20 FT CONTAINER S.T.C8 PALLETS SAPELE,MAHOGANY",25314.25,0.00,LB
,,,2/23/2010 08:25AM,1,16,1 X 40 FT CONTAINER S.T.C16 PALLETS SAPELE SLICED VENEER,43942.06,0.00,DE
,,,3/11/2010 01:30PM,1,18,"1 X 40 FT CONTAINER S.T.C18 PALLETS OF MAHOGANY,CANDOLLEI",60985.40,0.00,DE
,,,3/5/2010 12:01PM,1,18,"1X40' CONTAINER STC GHANA CHENCHENBACKING, BELOWBACKING GRADES",44473.66,0.00,FR
,,,3/9/2010 11:11AM,1,20,1X40' CONTAINER STC GHANAASANFINA MINERAL BELOWBACKING,29528.11,0.00,FR
,,,3/9/2010 11:11AM,1,17,1X20' CONTAINER STC GHANA MIXEDREDWOOD SHORTS/NARROWS,11596.32,0.00,SI
,,,3/11/2010 01:56PM,1,28,"2 X 40FT STC CONTR;0.55/0.60/1.50MMBC,BK,& BB MIXED SLICED VENEER",147301.84,0.00,DE
,,,3/12/2010 03:47PM,1,28,"MIXED SLICED VENEERASANFINA,MAHOGANY,MAKORE,",117110.00,0.00,ES
,,,3/18/2010 04:29PM,1,16,"1 X 40 FT CONTAINER S.T.C PALLETSOFRAM,ODUM,OGEA,",33472.79,0.00,LB
,,,3/24/2010 10:00AM,1,34,"2X40' CONTAINERS STC GHANA BLACKOFRAM, CHENCHEN BUCKLED,",82044.75,0.00,FR
,,,3/24/2010 10:00AM,1,12,1X40' CONTAINER STC ASANFINAMINERAL BELOWBACKING GRADE,36583.25,0.00,IT
,,,3/26/2010 09:38AM,1,8,"1X20' CONTAINER STC GHANA SAPELEFLAT CUT, SAPELE QUARTERED BACKING",51771.81,0.00,PL
,,,3/26/2010 09:38AM,1,19,"1X40' CONTAINER STC GHANA ASANFINA,MAKORE INTERIOR, BACKING,",107837.58,0.00,LV
,,,4/8/2010 03:25PM,1,21,"1X40' CONTAINER STC ASANFINABLACK OFRAM, KOTO, BACKING",75402.97,0.00,IT
,,,4/15/2010 01:22PM,1,16,"1X40' CONTAINER STC GHANA SAPELEFLAT CUT, QUARTER CUTS, BACKING,",57396.38,0.00,ZA
,,,5/7/2010 10:59AM,1,35,"2 X 40FT CONTR:STC 0.50MM,0.55MM,0.65MM BK/BB ASANFINA, MAHOGANY &",137582.14,0.00,ES
,,,4/22/2010 09:02AM,1,16,"1 X 40 FT CONTAINER S.T.CYAYA,ASANFINA,WALNUT SLICE VENEER",59412.11,0.00,CG
,,,4/22/2010 09:02AM,1,16,"1 X 40 FT CONTAINER S.T.C16 PALEETS OF EDINAM,SAPELE.OFRAM,",40867.85,0.00,LB
,,,4/22/2010 12:45PM,1,20,1X40' CONTAINER STC GAHNA CHENCENBACKING BELOWBACKING GRADE SLICED,21847.81,0.00,FR
,,,4/23/2010 01:07PM,1,30,"2X40' CONTAINERS STC GHANAASANFINA, MINERAL, BACKING",102754.02,0.00,IT
,,,4/23/2010 01:08PM,1,17,"1X40' CONTAINER STC GHANA KOTO,CEIBA,  WAWA BACKING, GRADE",52748.85,0.00,HK
,,,4/29/2010 10:38AM,1,16,1X40' CONTAINER STC GHANA ASANFINAMINERAL BELOWBACKING GRADE SLICED,41579.04,0.00,LB
,,,4/29/2010 10:38AM,1,17,"1X40' CONTAINER STC GHANASAPELE QUARTERED, FLAT CUTS",49439.72,0.00,ZA
,,,4/29/2010 10:38AM,1,12,1X40' CONTAINER STC GHANA ASANFINAMINERAL BELOWBACKING GRADE,33377.37,0.00,PT
,,,4/29/2010 10:38AM,1,19,"1X40' CONTAINER STC GHANAMAKORE, INTERIOR, BACKING",99609.71,0.00,LV
,,,5/18/2010 03:32PM,1,49,2X40 CONT. STC STC 0.50MM SLICEDVENEER,75009.51,0.00,FR
,,,5/13/2010 08:00AM,1,18,"1 X 40 FT CONTAINER S.T.CMAKORE,SAPELE,MAHOGANY",59351.76,0.00,DE
,,,5/18/2010 07:40AM,1,28,2 X 40 FT CONTAINER S.T.C28 PALLETS ASANFINA SLICED VENEER,100290.16,0.00,ES
,,,5/27/2010 02:53PM,1,8,"1X20' CONTAINER STC GHANA KOTO,KHAYA, SAPELE, BACKING",44833.20,0.00,PL
,,,6/4/2010 10:13AM,1,16,GHANA SLICED VENEER1X40'CONT,62756.58,0.00,ZA
,,,6/4/2010 11:47AM,1,39,"2X40' CONTAINERS STC GHANA CHENCHENWHITE OFRAM, KOTO, ASANFINA NO",87688.48,0.00,FR
,,,6/4/2010 11:47AM,1,8,"1X20' CONTAINER STC GHANA ASANFINAMINERAL, NO MINERAL BELOWBACKING",19153.00,0.00,IT
,,,6/4/2010 11:48AM,1,18,"1X 40 FT CONTAINER S.T.C16 PALLETS OF OFRAM,SAPELE",26786.96,0.00,LB
,,,6/11/2010 11:16AM,1,8,"1X20' CONTAINER STC GHANA ASANFINANO MINERAL, MIXED REDWOOD FLAT CUT",17117.41,0.00,GB
,,,6/16/2010 11:08AM,1,12,"1X40' CONTAINER STC GHANA ASANFINAKOTO, BACKING, BELOWBACKING",56916.36,0.00,IT
,,,6/23/2010 02:50PM,1,14,"1X40' CONTAINER STC GHANA ASANFINAMINERAL FRIZE, ASANFINA FRIZE",46748.70,0.00,IT
,,,6/23/2010 02:50PM,1,16,"1X40' CONTAINER STC GHANA KOTO,KHAYA FLAT CUT WHITE OFRAM, IROKO,",53230.39,0.00,ZA
,,,,2,8,1X20' CONTAINER STC GHANA UTILEQUATER CUT BELOWBACKING GRADE,19514.45,0.00,
,,,6/23/2010 02:50PM,1,16,"1X40' CONTAINER STC GHANA WAWABACKING,  GRADE SLICED",50344.38,0.00,SE
,,,6/29/2010 12:03PM,1,16,1X40' CONTAINER STC GHANA MIXEDREDWOOD BELOWBACKING GRADE,30061.36,0.00,AE
,,,7/5/2010 11:01AM,1,16,"1X40' CONTAINER STC GHANA ASANFINAINTERIOR, BACKING, BELOWBACKING",102969.95,0.00,IT
,,,7/8/2010 01:34PM,1,43,10 BDLS GRADE 1 OBOTO KD S4S MOULDI12 BDLS GRADE 1 KUSSIA AD S4S MOULD,65356.52,0.00,BE
,,,7/8/2010 01:34PM,1,16,"16 PALLETS SAPELE,EDINAM,MAKOREMAHOGANY SLICED VENEER",39167.76,0.00,EG
,,,7/9/2010 11:03AM,2,1,1X40' CONTAINER PARTLOAD STCGHANA SAPELE BACKING GRADE,6367.92,0.00,LB
,,,7/9/2010 11:03AM,1,18,"1X40' CONTAINER STC GHANAASANFINA, INTERIOR, BACKING",69297.09,0.00,IT
