House Code,House Heads Code,House  Description,Date Processed,Items No,Number of Packages,Goods Descriptions 1,Items Cif Ghc,Amount Paid Ghc,Country  Destination
,,,1/16/2012 11:24AM,1,5000,FRESH YAMS,123975.00,0.00,NL
,,,1/17/2012 10:40AM,1,1000,1000 CTNS X 20 KGS OF FRESH YAM,10355.60,0.00,DE
,,,1/17/2012 02:35PM,1,500,FRESH YAM,14258.30,0.00,BE
,,,1/17/2012 05:41PM,1,1000,FRESH YAMS,28978.20,0.00,US
,,,1/18/2012 01:56PM,1,1000,FRESH YAMS,28978.20,0.00,US
,,,1/19/2012 09:46AM,1,1030,FRESH YAMS,29847.55,0.00,US
,,,1/19/2012 10:10AM,1,1000,FRESH YAMS,24659.00,0.00,GB
,,,1/19/2012 11:16AM,1,10000,FRESH YAMS,160990.00,0.00,GB
,,,1/19/2012 11:16AM,1,10000,FRESH YAMS,246590.00,0.00,GB
,,,1/19/2012 04:28PM,1,900,FRESH YAMS,26080.38,0.00,US
,,,1/26/2012 10:00AM,1,1000,FRESH YAMS,3219.80,0.00,US
,,,1/23/2012 08:17PM,1,700,FRESH YAMS(700CTNS),20284.74,0.00,GB
,,,1/23/2012 08:17PM,1,1000,FRESH YAMS 1000 CTNS),28569.92,0.00,GB
,,,1/25/2012 08:24AM,1,900,BOXES OF FRESH YAMS,29341.80,0.00,US
,,,1/25/2012 11:54AM,1,900,FRESH YAMS,26407.62,0.00,US
,,,1/26/2012 01:02PM,1,1000,FRESH YAM,32275.98,0.00,US
,,,1/27/2012 01:50PM,1,900,FRESH YAMS,26407.62,0.00,US
,,,1/31/2012 03:09PM,1,2310,FRESH YAMS,71636.33,0.00,NL
,,,1/31/2012 06:50PM,1,1000,FRESH YAMS,26409.00,0.00,GB
,,,2/1/2012 04:35PM,1,1000,FRESH YAMS,30310.20,0.00,US
,,,2/1/2012 04:41PM,1,1000,FRESH YAMS,30310.20,0.00,US
,,,2/1/2012 04:57PM,1,1000,FRESH YAMS,30310.20,0.00,US
,,,2/2/2012 10:27AM,1,400,FRESH YAMS,6735.60,0.00,GB
,,,2/2/2012 10:27AM,1,1200,FRESH YAMS,36372.24,0.00,US
,,,2/2/2012 10:27AM,1,1000,FRESH YAMS,26409.00,0.00,GB
,,,2/2/2012 04:03PM,1,1000,FRESH YAMS,30310.20,0.00,US
,,,2/8/2012 11:04AM,1,5000,FRESH YAMS,155057.00,0.00,IT
,,,2/6/2012 07:36PM,1,1000,FRESH YAMS 1000 CTNS),26409.00,0.00,GB
,,,2/8/2012 03:04PM,1,10000,FRESH YAMS,265140.00,0.00,GB
,,,2/9/2012 12:55PM,1,900,FRESH YAMS,27232.20,0.00,US
,,,2/9/2012 12:46PM,1,900,FRESH YAMS,27232.20,0.00,US
,,,2/9/2012 01:26PM,1,1000,FRESH YAMS,3362.00,0.00,US
,,,2/13/2012 10:30AM,1,10000,FRESH YAMS,151290.00,0.00,GB
,,,2/13/2012 11:03AM,1,5000,FRESH YAMS,119313.00,0.00,GB
,,,2/14/2012 08:58AM,1,900,900 BAGS OF FRESH YAMS,30326.40,0.00,US
,,,2/15/2012 02:14PM,1,1030,FRESH YAMS,31236.19,0.00,US
,,,2/16/2012 10:59AM,1,10000,"GHANA FRESH YAMS10,000 CTNS  X 20 KGS",673920.00,0.00,GB
,,,2/16/2012 12:29PM,1,1000,FRESH YAMS,30326.40,0.00,US
,,,2/16/2012 02:08PM,1,1000,1000 CTNS X 25000KGS FRESH YAMS,30326.40,0.00,US
,,,2/17/2012 03:40PM,1,10000,"10,000 CTNS FRESH YAMS",16848.00,0.00,GB
,,,2/20/2012 02:33PM,1,10000,FRESH YAMS,239535.00,0.00,GB
,,,2/22/2012 11:52AM,1,10000,FRESH YAMS,84590.00,0.00,US
,,,2/22/2012 01:34PM,1,1000,FRESH YAMS,30452.40,0.00,US
,,,2/23/2012 11:10AM,1,1000,FRESH YAMS,30452.40,0.00,US
,,,2/23/2012 05:45PM,1,900,FRESH YAM,27407.16,0.00,US
,,,2/27/2012 02:12PM,1,1000,FRESH YAMS,30452.40,0.00,US
,,,2/29/2012 04:13PM,1,300,300 CTNS X 20KGS FRESH YAMS,6845.10,0.00,DE
,,,3/1/2012 09:04AM,1,1000,FRESH YAMS,30531.60,0.00,US
,,,3/1/2012 10:53AM,1,1000,FRESH YAMS,26909.00,0.00,NL
,,,3/1/2012 01:18PM,1,900,FRESH YAMS,27478.44,0.00,US
,,,3/1/2012 02:35PM,1,2310,FRESH YAMS,62159.79,0.00,GB
,,,3/1/2012 03:58PM,1,4620,FRESH YAMS,147580.36,0.00,NL
,,,3/1/2012 05:01PM,1,1000,FRESH YAMS,30531.60,0.00,US
,,,3/1/2012 05:17PM,1,1000,FRESH YAMS,30531.60,0.00,US
,,,3/1/2012 09:09PM,1,500,FRESH YAMS,15265.80,0.00,GB
,,,3/2/2012 12:03PM,1,850,FRESH YAMS,25951.86,0.00,NL
,,,3/2/2012 03:02PM,1,900,FRESH YAMS,27478.44,0.00,US
,,,3/7/2012 01:41PM,1,900,BOXES OF FRESH YAMS,30531.60,0.00,US
,,,3/5/2012 10:26AM,1,6000,FRESH YAMS,26909.00,0.00,GB
,,,3/5/2012 08:21PM,1,600,FRESH YAMS600CTNS),18318.96,0.00,GB
,,,3/8/2012 10:43AM,1,500,500 CTNS  FRESH YAMS,15278.40,0.00,US
,,,3/8/2012 09:44AM,1,10000,FRESH YAMS,241794.00,0.00,GB
,,,3/13/2012 11:14AM,1,1100,FRESH YAMS,29343.60,0.00,GB
,,,3/13/2012 04:11PM,1,1000,FRESH YAMS,30625.20,0.00,US
,,,3/14/2012 10:06AM,1,1000,FRESH YAMS,30625.20,0.00,US
,,,3/14/2012 03:41PM,1,900,FRESH YAMS,27562.68,0.00,US
,,,3/14/2012 05:31PM,1,1000,FRESH YAMS,30625.20,0.00,US
,,,3/15/2012 11:54AM,1,1000,FRESH YAM,33687.72,0.00,US
,,,3/15/2012 02:52PM,1,10000,FRESH YAMS,266760.00,0.00,GB
,,,3/26/2012 12:59PM,1,1100,FRESH YAMS,29343.60,0.00,GB
,,,3/19/2012 12:15PM,1,650,FRESH YAMS,19906.38,0.00,NL
,,,3/19/2012 02:05PM,1,1000,FRESH YAMS,30625.20,0.00,US
,,,3/19/2012 11:02PM,1,604,FRESH YAMS(604CTNS),18497.62,0.00,GB
,,,3/20/2012 10:36AM,1,650,FRESH YAMS20KILOS X 650CTNS,14657.50,0.00,NL
,,,3/20/2012 04:56PM,1,195,FRESH YAMS,4548.86,0.00,GB
,,,3/20/2012 05:43PM,1,1000,FRESH YAMS,30825.00,0.00,US
,,,3/22/2012 02:07PM,1,10000,FRESH YAMS,271250.00,0.00,GB
,,,3/26/2012 01:35PM,1,1000,FRESH YAMS,22550.00,0.00,NL
,,,3/26/2012 04:37PM,1,1000,FRESH YAMS,27125.00,0.00,GB
,,,3/27/2012 05:36PM,1,1000,FRESH YAMS,17345.00,0.00,US
,,,3/28/2012 02:05PM,1,1000,FRESH YAMS,31221.00,0.00,US
,,,3/28/2012 02:09PM,1,1000,FRESH YAMS,31221.00,0.00,US
,,,3/29/2012 09:13AM,1,1000,FRESH YAMS,17345.00,0.00,US
,,,3/29/2012 11:17AM,1,900,FRESH YAM,28098.90,0.00,US
,,,3/29/2012 01:29PM,1,1000,1000 CTNS GHANA FRESH YAMS,69380.00,0.00,GB
,,,3/30/2012 03:06PM,1,900,FRESH YAMS,28098.90,0.00,US
,,,4/2/2012 01:54PM,1,800,FRESH YAMS,25737.60,0.00,IT
,,,4/30/2012 10:31AM,1,1000,1000 CTNS FRESH YAM,31221.00,0.00,US
,,,4/2/2012 09:02PM,1,500,FRESH YAMS(500CTNS),15610.50,0.00,GB
,,,4/3/2012 03:05PM,1,5000,FRESH YAMS,140110.00,0.00,GB
,,,4/5/2012 09:24AM,1,900,FRESH YAM,28324.08,0.00,US
,,,4/5/2012 11:58AM,1,700,FRESH YAM,22029.84,0.00,NL
,,,4/10/2012 02:23PM,1,2000,FRESH YAMS,34968.00,0.00,GB
,,,4/11/2012 10:00AM,1,10000,FRESH YAMS,278270.00,0.00,GB
,,,4/11/2012 10:43AM,1,10000,FRESH YAMS,139135.00,0.00,GB
,,,4/11/2012 10:43AM,1,400,FRESH YAMS,12602.16,0.00,ZA
,,,4/11/2012 10:43AM,1,500,FRESH YAMS,13913.50,0.00,GB
,,,4/17/2012 12:10PM,1,1000,FRESH YAMS,31505.40,0.00,US
,,,4/13/2012 02:00PM,1,1400,FRESH YAMS,44107.56,0.00,US
,,,4/18/2012 02:21PM,1,900,FRESH YAMS,28631.88,0.00,US
,,,4/20/2012 10:26AM,1,139,139 CTNS FRESH YAMS,4176.37,0.00,SA
,,,4/23/2012 02:14PM,1,1100,FRESH YAMS,30782.40,0.00,NL
,,,4/24/2012 10:06AM,1,1000,FRESH YAMS,32142.60,0.00,US
,,,4/26/2012 04:05PM,1,1000,1000 CTNS X 25KGS FRESH YAMS,32142.60,0.00,US
,,,5/2/2012 08:48AM,1,900,BOXES OF FRESH YAMS,32142.60,0.00,US
,,,4/30/2012 10:54AM,1,1000,FRESH YAM,35356.86,0.00,US
,,,4/27/2012 04:59PM,1,10000,"20KGS X 10,000CTNS FRESH YAMS",287670.00,0.00,GB
,,,4/30/2012 10:09AM,1,1000,20 PALLETS 1000 CARTONS X 20KGSFRESH YAMS,28767.00,0.00,GB
,,,4/30/2012 11:13AM,1,3000,"20KGS X 3,000CTNS FRESH YAMS",69040.80,0.00,GB
,,,4/30/2012 11:22AM,1,1600,20KGS X 1600 CTNS FRESH YAMS,46027.20,0.00,GB
,,,4/30/2012 02:55PM,1,4000,FRESH YAMS,131723.20,0.00,IT
,,,5/2/2012 11:58AM,1,1000,FRESH YAMS,33692.40,0.00,NL
,,,5/2/2012 02:50PM,1,900,FRESH YAMS,29399.76,0.00,US
,,,5/4/2012 11:08AM,1,1000,FRESH YAMS,32666.40,0.00,US
,,,5/10/2012 11:28AM,1,1000,1000 CTNS X 26 KILOS FRESH YAMS,29336.00,0.00,GB
,,,5/10/2012 11:59AM,1,5000,FRESH YAMS,90820.00,0.00,GB
,,,5/10/2012 11:59AM,1,10000,10000 CTNS FRESH YAMS,293360.00,0.00,GB
,,,5/11/2012 01:20PM,1,900,FRESH YAMS,29425.68,0.00,US
,,,5/16/2012 11:06AM,1,1250,1250CTNS X 20 KGS FRESH YAMS,29692.00,0.00,GB
,,,5/17/2012 10:58AM,1,10000,10000 CTNS X 20KGS FRESH YAMS,296920.00,0.00,GB
,,,5/17/2012 12:37PM,1,1000,FRESH YAMS,33253.20,0.00,US
,,,5/17/2012 12:55PM,1,240,FRESH YAMS,7991.42,0.00,US
,,,7/11/2012 11:53AM,1,1100,FRESH YAMS,32661.20,0.00,GB
,,,5/18/2012 10:27AM,1,1000,1000 CTNS X 26 KGS FRESH YAMS,29692.00,0.00,US
,,,5/18/2012 11:55AM,1,450,FRESH YAMS (9 PALLETS STC 450CTNS),14963.94,0.00,GB
,,,6/18/2012 10:40AM,1,1000,FRESH YAMS,33297.60,0.00,IT
,,,5/24/2012 01:41PM,1,2000,FRESH YAMS,37364.00,0.00,NL
,,,5/24/2012 03:24PM,1,10000,FRESH YAMS,119325.00,0.00,NL
,,,5/29/2012 11:27AM,1,1000,FRESH YAMS,3538.91,0.00,US
,,,5/29/2012 11:27AM,1,5000,FRESH YAMS,14223.60,0.00,IT
,,,6/4/2012 11:22AM,1,1000,FRESH YAMS,29533.00,0.00,GB
,,,6/11/2012 12:03PM,1,1000,1000 CARTONS FRESH YAMS,30280.00,0.00,US
,,,6/11/2012 12:29PM,1,400,400 CTNS X 20 KGS FRESH YAMS,11637.20,0.00,GB
,,,6/12/2012 01:55PM,1,2000,FRESH YAMS,29428.00,0.00,GB
,,,6/14/2012 05:04PM,1,1000,1000 CARTONS FRESH YAMS,37872.00,0.00,US
,,,6/14/2012 05:45PM,1,900,FRESH YAMS,30676.32,0.00,US
,,,6/15/2012 09:43AM,1,2000,FRESH YAMS,37872.00,0.00,NL
,,,6/18/2012 10:45AM,1,3000,FRESH YAMS,100191.00,0.00,NL
,,,6/18/2012 11:10AM,1,1000,FRESH YAMS,29428.00,0.00,GB
,,,6/21/2012 05:47PM,1,10000,"20KGS X 10,000CTNS FRESH YAMS",298170.00,0.00,GB
,,,7/2/2012 06:47PM,1,2000,FRESH YAMS 2000 CTNS),59624.00,0.00,GB
,,,7/11/2012 11:56AM,1,1000,FRESH YAMS,33180.00,0.00,NL
,,,7/19/2012 10:18AM,1,2000,FRESH YAMS,67308.00,0.00,DE
,,,7/19/2012 04:39PM,1,2000,FRESH YAMS,66138.80,0.00,DE
,,,7/19/2012 06:12PM,1,300,FRESH YAMS,10431.72,0.00,US
,,,7/20/2012 11:27AM,1,800,FRESH YAMS,24031.20,0.00,GB
,,,7/20/2012 01:11PM,1,500,500 CTNS FRESH YAMS,17386.20,0.00,US
,,,7/23/2012 08:23AM,1,900,900CTN FRESH YAMS,31295.16,0.00,US
,,,7/23/2012 02:35PM,1,10000,FRESH YAMS,300390.00,0.00,GB
,,,7/25/2012 03:47PM,1,2000,FRESH YAMS,69789.60,0.00,CA
,,,7/26/2012 10:20AM,1,10000,"20KGS X 10,000CTNS FRESH YAMS",301730.00,0.00,GB
,,,7/27/2012 12:08PM,1,500,500 CTNS FRESH YAMS,17447.40,0.00,US
,,,7/27/2012 12:05PM,1,3000,75 PALLETS STC 3000 CTNS FRESH YAMS,90519.00,0.00,GB
,,,7/27/2012 02:28PM,1,500,FRESH YAMS (9 PALLETS STC 500CTNS),17447.40,0.00,GB
,,,7/27/2012 02:37PM,1,300,FRESH YAMS,7036.20,0.00,NL
,,,7/30/2012 09:07AM,1,1000,FRESH YAMS,34894.80,0.00,US
,,,7/30/2012 11:23AM,1,1250,FRESH YAMS,30173.00,0.00,GB
,,,7/31/2012 07:40AM,1,800,800CTN FRESH YAMS,27943.20,0.00,US
,,,7/31/2012 11:37AM,1,1000,FRESH YAMS,34929.00,0.00,US
,,,8/1/2012 09:47AM,1,1000,1000BOXES FRESH YAMS,3650.47,0.00,US
,,,8/2/2012 09:29AM,1,1000,1000CTNS FRESH YAMS,34929.00,0.00,US
,,,8/2/2012 02:30PM,1,500,FRESH YAMS,11643.00,0.00,ZA
,,,8/2/2012 03:53PM,1,2000,FRESH YAMS,69858.00,0.00,US
,,,8/6/2012 11:35AM,1,10000,FRESH YAMS,194050.00,0.00,GB
,,,8/6/2012 08:26PM,1,1000,FRESH YAMS1000 CTNS),30446.00,0.00,GB
,,,8/6/2012 08:44PM,1,250,FRESH YAMS(250CTNS),8732.25,0.00,GB
,,,8/8/2012 09:43AM,1,10000,"10,000 CTNS FRESH YAMS",38854.00,0.00,NL
,,,8/8/2012 09:48AM,1,10000,"10,000 CTNS FRESH YAMS",38854.00,0.00,NL
,,,8/8/2012 10:01AM,1,550,550 CTNS FRESH YAMS,2136.97,0.00,ZA
,,,8/8/2012 12:38PM,1,10000,"10,000 CTNS FRESH YAMS",19427.00,0.00,GB
,,,8/8/2012 03:44PM,1,1000,1000CTNS FRESH YAM,33587.40,0.00,BE
,,,8/9/2012 11:43AM,1,1000,1000 CTNS FRESH YAMS,34968.60,0.00,US
,,,8/9/2012 01:53PM,1,800,FRESH YAMS,15541.60,0.00,US
,,,8/13/2012 12:52PM,1,1250,1250CTNS X 20 KGS FRESH YAMS,30260.00,0.00,GB
,,,8/13/2012 10:21PM,1,265,FRESH YAMS(265CTNS),9266.68,0.00,GB
,,,8/13/2012 10:21PM,1,1000,FRESH YAMS1000 CTNS),30260.00,0.00,GB
,,,8/13/2012 11:03PM,1,300,FRESH YAMS,10490.58,0.00,GB
,,,8/13/2012 11:46PM,1,300,FRESH YAMS,10490.58,0.00,GB
,,,8/14/2012 10:15AM,1,200,FRESH YAMS,4774.60,0.00,DE
,,,8/14/2012 10:21AM,1,300,FRESH YAMS,7161.90,0.00,NL
,,,8/14/2012 01:27PM,1,200,FRESH YAMS,4774.60,0.00,DE
,,,8/14/2012 01:59PM,1,1000,FRESH YAMS,29155.50,0.00,US
,,,8/14/2012 01:59PM,1,400,FRESH YAMS,11459.04,0.00,IT
,,,8/16/2012 11:35AM,1,5000,FRESH YAMS,97185.00,0.00,NL
,,,8/16/2012 07:54PM,1,500,FRESH YAMS (10 PALLETS STC 500CTNS),17493.30,0.00,GB
,,,8/29/2012 07:16PM,1,1000,FRESH YAMS20 PALLETS STC 1000CTNS),34986.60,0.00,GB
,,,8/17/2012 11:07AM,1,10000,"20KGS X 10,000CTNS FRESH YAMS",304640.00,0.00,GB
,,,8/17/2012 12:16PM,1,3000,FRESH YAMS,104959.80,0.00,US
,,,8/17/2012 02:13PM,1,1000,FRESH YAMS,34986.60,0.00,US
,,,8/21/2012 12:30PM,1,500,FRESH YAMS,17500.50,0.00,US
,,,8/21/2012 12:35PM,1,1000,1000 CTNS FRESH YAMS,35001.00,0.00,US
,,,8/22/2012 10:43AM,1,250,250 CTNS FRESH YAMS,972.25,0.00,ZA
,,,8/22/2012 11:03AM,1,5000,FRESH YAMS,144552.00,0.00,IT
,,,8/23/2012 12:52PM,1,600,150PALLETS STC 600 CTNS FRESH YAMS,20237.28,0.00,NL
,,,8/23/2012 11:54AM,1,1000,1000CTNS FRESH YAMS,27223.00,0.00,US
,,,8/23/2012 01:36PM,1,500,500 CTNS FRESH YAMS,17500.50,0.00,US
,,,8/27/2012 02:38PM,1,250,FRESH YAMS,8432.20,0.00,DE
,,,8/29/2012 02:08PM,1,800,800CTNS OF FRESH YAM,27974.88,0.00,NL
,,,8/29/2012 03:36PM,1,10000,FRESH YAMS,307290.00,0.00,GB
,,,8/30/2012 11:02AM,1,900,FRESH YAMS,31471.74,0.00,US
,,,9/11/2012 02:12PM,1,1000,FRESH YAMS,30729.00,0.00,US
,,,8/30/2012 12:47PM,1,1000,FRESH YAMS,29140.50,0.00,US
,,,8/31/2012 10:34AM,1,500,FRESH YAMS,17484.30,0.00,US
,,,9/4/2012 12:54PM,1,10000,FRESH YAMS,193630.00,0.00,ZA
,,,9/4/2012 03:21PM,1,1000,FRESH YAMS,34853.40,0.00,US
,,,9/7/2012 12:06PM,1,1000,FRESH YAMS,30718.00,0.00,GB
,,,9/5/2012 11:27AM,1,1000,FRESH YAMS,34066.20,0.00,NL
,,,9/5/2012 11:29AM,1,1000,FRESH YAM,38338.74,0.00,US
,,,9/5/2012 03:30PM,1,1000,FRESH YAMS,34853.40,0.00,US
,,,9/8/2012 08:25PM,1,600,FRESH YAMS(600CTNS),20912.04,0.00,BE
,,,9/6/2012 01:20PM,1,1000,1000 CTNS FRESH YAMS,34853.40,0.00,US
,,,9/8/2012 08:25PM,1,500,FRESH YAMS10 PALLETS STC 500CTNS),17426.70,0.00,GB
,,,9/7/2012 03:52PM,1,250,250 CTNS FRESH YAMS,9215.40,0.00,GB
,,,9/10/2012 02:17PM,1,6000,FRESH YAMS,175197.60,0.00,IT
,,,9/10/2012 02:32PM,1,10000,FRESH YAMS,193630.00,0.00,GB
,,,9/11/2012 03:24PM,1,1000,FRESH YAMS,30914.00,0.00,US
,,,9/12/2012 03:20PM,1,10000,FRESH YAMS,193220.00,0.00,GB
,,,9/12/2012 03:20PM,1,10000,FRESH YAMS,193220.00,0.00,GB
,,,9/12/2012 03:29PM,1,1000,FRESH YAMS,34779.60,0.00,US
,,,9/13/2012 01:15PM,1,900,900CTN FRESH YAMS,31301.64,0.00,US
,,,9/17/2012 11:29AM,1,500,500 CTNS  FRESH YAMS,17389.80,0.00,US
,,,9/17/2012 05:03PM,1,1000,1000 CTNS FRESH YAMS,34779.60,0.00,US
,,,9/18/2012 07:44AM,1,1500,FRESH YAMS,45277.20,0.00,NL
,,,9/18/2012 07:44AM,1,1000,FRESH YAMS,31131.00,0.00,GB
,,,9/18/2012 02:32PM,1,10000,FRESH YAMS,311310.00,0.00,GB
,,,9/19/2012 09:40AM,1,1000,1000PKGS FRESH YAM,34542.00,0.00,US
,,,9/18/2012 05:51PM,1,10000,FRESH YAMS,311310.00,0.00,GB
,,,9/18/2012 05:51PM,1,10000,FRESH YAMS,311310.00,0.00,GB
,,,9/19/2012 03:26PM,1,900,FRESH YAMS,31087.80,0.00,US
,,,9/20/2012 11:01AM,1,1155,FRESH YAMS,40674.02,0.00,NL
,,,9/25/2012 12:05PM,1,1000,FRESH YAMS,19186.00,0.00,IT
,,,9/25/2012 12:48PM,1,600,600  CTNS OF FRESH YAMS,24.87,0.00,IT
,,,9/26/2012 11:09AM,1,900,900CTN FRESH YAMS,31081.32,0.00,US
0714902000,0714902000,Cocoyam,5/8/2012 03:10PM,1,6,COCOYAM,43.59,0.00,QA
0801110000,0801110000,"Coconuts, dessicated",4/18/2012 02:27PM,3,68,COCONUT OIL,883.70,0.00,GB
0801310000,0801310000,"Cashew nuts, in shell",3/15/2012 06:11PM,1,11100,"DRIED RAW CASHEWNUTS IN SHELLOF GHANA ORIGIN, NEW CROP 2012",1390511.69,0.00,VN
,,,3/23/2012 10:25AM,1,11100,DRIED RAW CASHEW NUT IN SHELLOF GHANA ORIGIN - NEW CROP 2012,1420602.66,0.00,IN
